"ano.inicio","edad","estado.civil","raza","nivel.educacion","tipo.trabajo","salud","seguro.medico","log.salario","salario"
2006,36,"soltero","blanca","Master Universitario","Industrial","muy buena","si",414612803567824,631888610037461
2004,31,"separado","blanca","Algun Curso Universidad","Industrial","buena","si",454406804435028,940727147457005
2006,52,"casado","blanca","Bachillerato","Servicios","buena","si",452891670027766,926581301668597
2007,46,"casado","negra","Bachillerato","Servicios","buena","no",434242268082221,768936025176112
2007,45,"casado","blanca","Bachillerato","Industrial","buena","si",477815125038364,118884359339886
2009,40,"casado","blanca","Bachillerato","Industrial","buena","no",438021124171161,798549003093467
2004,33,"soltero","asiatica","Graduado Universitario","Servicios","muy buena","si",446239799789896,866951548289402
2007,42,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",489762709129044,133971500070695
2007,41,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",483250891270624,125525498433836
2007,25,"soltero","otra","Bachillerato","Industrial","muy buena","si",453147891704226,928958447894966
2005,24,"divorciado","blanca","Bachillerato","Industrial","muy buena","si",427875360095283,721504556815713
2006,24,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","no",477815125038364,118884359339886
2008,51,"casado","blanca","Bachillerato","Servicios","buena","no",425527250510331,704760196469445
2004,41,"casado","blanca","Bachillerato","Industrial","muy buena","no",484509804001426,127115743812184
2009,42,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",474036268949424,114475713290347
2005,30,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",447712125471966,879810327856054
2009,55,"casado","asiatica","No tiene bachillerato","Industrial","muy buena","no",4,545981500331442
2008,23,"soltero","blanca","Bachillerato","Industrial","muy buena","si",443136376415899,840459576539924
2003,60,"divorciado","blanca","Graduado Universitario","Servicios","muy buena","no",444715803134222,853839403789827
2003,40,"casado","asiatica","Master Universitario","Servicios","muy buena","si",495424250943933,14177517233318
2008,41,"soltero","blanca","Bachillerato","Servicios","muy buena","si",470757017609794,110782650276254
2003,80,"casado","blanca","Bachillerato","Servicios","buena","si",438021124171161,798549003093467
2005,53,"casado","blanca","Bachillerato","Servicios","muy buena","si",457978359661681,974932940453934
2004,40,"soltero","blanca","Bachillerato","Industrial","muy buena","no",514612803567824,171765132627508
2009,35,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",492348752840002,137481247831663
2009,55,"casado","blanca","No tiene bachillerato","Industrial","buena","si",432221929473392,753556793180091
2008,24,"soltero","blanca","Bachillerato","Servicios","muy buena","si",430102999566398,737757432746946
2007,39,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",5,148413159102577
2003,30,"casado","blanca","Master Universitario","Industrial","muy buena","si",455630250076729,952307125669819
2005,68,"casado","blanca","Bachillerato","Industrial","buena","si",447712125471966,879810327856054
2004,54,"casado","negra","Bachillerato","Servicios","buena","si",469897000433602,109833985642199
2008,27,"soltero","blanca","Graduado Universitario","Industrial","muy buena","no",439794000867204,812832532842527
2005,34,"casado","blanca","Bachillerato","Industrial","muy buena","si",477815125038364,118884359339886
2004,53,"casado","blanca","Master Universitario","Servicios","buena","si",484509804001426,127115743812184
2004,48,"casado","negra","Master Universitario","Servicios","muy buena","no",444715803134222,853839403789827
2005,59,"casado","blanca","Bachillerato","Industrial","muy buena","si",439794000867204,812832532842527
2004,30,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",477815125038364,118884359339886
2007,45,"casado","blanca","Master Universitario","Servicios","muy buena","si",509691001300806,163515863976238
2007,39,"casado","otra","Graduado Universitario","Servicios","buena","si",465321251377534,104921506533664
2008,45,"casado","asiatica","Graduado Universitario","Industrial","buena","no",460205999132796,996894636984864
2007,43,"casado","blanca","Master Universitario","Servicios","muy buena","si",564100585131578,281745970551857
2003,30,"soltero","negra","Master Universitario","Servicios","muy buena","si",492941892571429,138299126920883
2005,57,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",517609125905568,176989650489877
2004,53,"casado","blanca","Graduado Universitario","Servicios","buena","si",491907809237607,136876367635184
2009,42,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",523044892137827,186876677628007
2005,23,"soltero","blanca","Bachillerato","Industrial","buena","no",450514997831991,904819133566401
2009,58,"casado","blanca","Bachillerato","Industrial","buena","no",444715803134222,853839403789827
2005,43,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",497772360528885,145143601176911
2003,33,"divorciado","blanca","Master Universitario","Servicios","muy buena","si",479239168949825,120589436530402
2004,56,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",46232492903979,10182435207568
2006,37,"casado","negra","Graduado Universitario","Industrial","muy buena","no",469019608002851,108874525834712
2009,41,"divorciado","blanca","Master Universitario","Industrial","muy buena","no",36534054906645,386059145209601
2007,33,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",453147891704226,928958447894966
2007,50,"soltero","blanca","Master Universitario","Servicios","muy buena","si",483884909073726,126323880709786
2003,43,"casado","blanca","Master Universitario","Servicios","muy buena","si",525527250510331,191573683548412
2004,53,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",504921802267018,155900506146767
2005,37,"viudo","blanca","Algun Curso Universidad","Servicios","muy buena","si",447712125471966,879810327856054
2006,20,"soltero","negra","Algun Curso Universidad","Servicios","muy buena","no",407918124604763,590970640815891
2003,26,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",430102999566398,737757432746946
2003,29,"divorciado","blanca","Graduado Universitario","Servicios","muy buena","no",450514997831991,904819133566401
2008,57,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",477815125038364,118884359339886
2009,47,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",502118929906994,151591484239814
2004,54,"casado","blanca","Master Universitario","Industrial","muy buena","no",560688524128857,272294783220064
2007,38,"casado","blanca","No tiene bachillerato","Industrial","buena","no",457978359661681,974932940453934
2006,23,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","no",42211533219547,68111994065327
2004,31,"casado","blanca","Bachillerato","Servicios","muy buena","si",484509804001426,127115743812184
2004,43,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",560688524128857,272294783220064
2003,33,"casado","blanca","Master Universitario","Servicios","buena","no",47160033436348,111720849360989
2004,48,"casado","blanca","Bachillerato","Industrial","buena","si",484509804001426,127115743812184
2008,33,"casado","blanca","Bachillerato","Industrial","muy buena","si",447712125471966,879810327856054
2009,52,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",474036268949424,114475713290347
2008,30,"soltero","negra","Algun Curso Universidad","Servicios","muy buena","no",424551266781415,697915308454408
2004,44,"casado","blanca","Bachillerato","Industrial","muy buena","si",454406804435028,940727147457005
2004,38,"casado","blanca","Bachillerato","Servicios","muy buena","si",48463371121298,127273347006486
2008,51,"casado","blanca","Bachillerato","Industrial","muy buena","si",507918124604763,160642475408263
2007,47,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",514612803567824,171765132627508
2005,28,"casado","blanca","Graduado Universitario","Servicios","buena","si",495424250943933,14177517233318
2004,52,"divorciado","blanca","Algun Curso Universidad","Servicios","muy buena","si",47481880270062,115375038556391
2004,23,"soltero","blanca","No tiene bachillerato","Industrial","buena","no",427875360095283,721504556815713
2003,65,"casado","blanca","No tiene bachillerato","Industrial","buena","no",430102999566398,737757432746946
2005,27,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",484509804001426,127115743812184
2004,33,"casado","blanca","No tiene bachillerato","Servicios","muy buena","no",304139268515822,209343779401018
2008,49,"casado","blanca","Bachillerato","Industrial","muy buena","si",438021124171161,798549003093467
2008,27,"soltero","blanca","Algun Curso Universidad","Industrial","buena","si",463346845557959,102870246933215
2008,48,"divorciado","blanca","Bachillerato","Industrial","buena","si",47481880270062,115375038556391
2005,38,"soltero","blanca","Algun Curso Universidad","Industrial","buena","si",457978359661681,974932940453934
2008,58,"casado","blanca","Algun Curso Universidad","Industrial","buena","no",465321251377534,104921506533664
2003,40,"casado","asiatica","Master Universitario","Industrial","muy buena","no",47481880270062,115375038556391
2007,46,"casado","blanca","Bachillerato","Industrial","muy buena","no",453781909507327,934866920429597
2009,53,"casado","negra","Algun Curso Universidad","Servicios","buena","si",481291335664286,123089699847943
2009,25,"soltero","negra","Master Universitario","Servicios","muy buena","si",477815125038364,118884359339886
2003,42,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",456820172406699,963706528322308
2004,40,"soltero","blanca","Bachillerato","Industrial","muy buena","si",443136376415899,840459576539924
2006,35,"casado","blanca","Bachillerato","Servicios","muy buena","si",484509804001426,127115743812184
2005,50,"separado","blanca","Bachillerato","Servicios","buena","no",455630250076729,952307125669819
2004,34,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",439794000867204,812832532842527
2009,48,"casado","blanca","Bachillerato","Servicios","muy buena","si",463346845557959,102870246933215
2004,49,"casado","blanca","Master Universitario","Servicios","buena","si",47160033436348,111720849360989
2009,41,"casado","asiatica","Graduado Universitario","Servicios","muy buena","no",454406804435028,940727147457005
2004,37,"casado","asiatica","Graduado Universitario","Servicios","muy buena","si",484509804001426,127115743812184
2003,58,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",465321251377534,104921506533664
2006,28,"soltero","negra","Bachillerato","Industrial","buena","no",42211533219547,68111994065327
2003,33,"casado","blanca","Bachillerato","Industrial","muy buena","si",485733249643127,128680488220624
2003,50,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",496930872345047,14392735936583
2009,38,"casado","blanca","Bachillerato","Servicios","muy buena","si",464345267648619,10390247060316
2003,48,"casado","blanca","Bachillerato","Industrial","muy buena","si",451851393987789,916992261117042
2008,30,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",455630250076729,952307125669819
2006,49,"casado","blanca","Master Universitario","Servicios","muy buena","no",492941892571429,138299126920883
2005,44,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",477539197169661,11855677641507
